운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
지커넥트,공세대주피오레2단지,2,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
지커넥트,공세대주피오레2단지,3,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
지커넥트,공세대주피오레2단지,4,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
지커넥트,공세대주피오레2단지,5,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
지커넥트,공세대주피오레2단지,6,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
지커넥트,공세대주피오레2단지,7,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
지커넥트,공세대주피오레2단지,8,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
지커넥트,공세대주피오레2단지,9,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
지커넥트,공세대주피오레2단지,10,DC차데모+DC콤보,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
지커넥트,기흥역지웰푸르지오,1,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)",거주자외 출입제한,"흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)"
지커넥트,기흥역지웰푸르지오,2,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)",거주자외 출입제한,"흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)"
지커넥트,기흥역지웰푸르지오,3,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)",거주자외 출입제한,"흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)"
지커넥트,기흥역지웰푸르지오,4,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)",거주자외 출입제한,"흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)"
지커넥트,기흥역지웰푸르지오,5,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)",거주자외 출입제한,"흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)"
지커넥트,기흥역지웰푸르지오,6,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)",거주자외 출입제한,"흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)"
지커넥트,기흥역지웰푸르지오,7,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)",거주자외 출입제한,"흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)"
지커넥트,기흥역지웰푸르지오,8,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)",거주자외 출입제한,"흥구 기흥역로 16(구갈동, 기흥역지웰푸르지오)(227-34 기흥역지웰푸르지오)"
지커넥트,내대지마을힐스테이트,1,AC완속,경기도,용인시,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),거주자 외 출입제한,지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트)
지커넥트,내대지마을힐스테이트,2,AC완속,경기도,용인시,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),거주자 외 출입제한,지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트)
지커넥트,내대지마을힐스테이트,3,AC완속,경기도,용인시,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),거주자 외 출입제한,지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트)
지커넥트,내대지마을힐스테이트,4,AC완속,경기도,용인시,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),거주자 외 출입제한,지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트)
지커넥트,내대지마을힐스테이트,5,AC완속,경기도,용인시,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),거주자 외 출입제한,지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트)
지커넥트,녹십자홀딩스,1,AC완속,경기도,용인시,경기도 용인시 기흥구 이현로30번길 107지하 주차장 전기실 부근,시설 상황에 따라 이용이 제한될 수 있음,흥구 이현로30번길 107지하 주차장 전기실 부근
지커넥트,녹십자홀딩스,2,AC완속,경기도,용인시,경기도 용인시 기흥구 이현로30번길 107지하 주차장 전기실 부근,시설 상황에 따라 이용이 제한될 수 있음,흥구 이현로30번길 107지하 주차장 전기실 부근
지커넥트,녹십자홀딩스,3,AC완속,경기도,용인시,경기도 용인시 기흥구 이현로30번길 107지하 주차장 전기실 부근,시설 상황에 따라 이용이 제한될 수 있음,흥구 이현로30번길 107지하 주차장 전기실 부근
지커넥트,녹십자홀딩스,4,AC완속,경기도,용인시,경기도 용인시 기흥구 이현로30번길 107지하 주차장 전기실 부근,시설 상황에 따라 이용이 제한될 수 있음,흥구 이현로30번길 107지하 주차장 전기실 부근
지커넥트,다우기술,1,AC완속,경기도,용인시,경기도 용인시 수지구 디지털벨리로 81다우기술,시설 상황에 따라 이용이 제한될 수 있음,지구 디지털벨리로 81다우기술
지커넥트,다우기술,2,AC완속,경기도,용인시,경기도 용인시 수지구 디지털벨리로 81다우기술,시설 상황에 따라 이용이 제한될 수 있음,지구 디지털벨리로 81다우기술
지커넥트,다우기술,3,AC완속,경기도,용인시,경기도 용인시 수지구 디지털벨리로 81다우기술,시설 상황에 따라 이용이 제한될 수 있음,지구 디지털벨리로 81다우기술
지커넥트,동부센트러빌아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),거주자외 출입제한,흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌)
지커넥트,동부센트러빌아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),거주자외 출입제한,흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌)
지커넥트,동부센트러빌아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),거주자외 출입제한,흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌)
지커넥트,동부센트러빌아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),거주자외 출입제한,흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌)
지커넥트,동부센트러빌아파트,5,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),거주자외 출입제한,흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌)
지커넥트,동부센트러빌아파트,6,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),거주자외 출입제한,흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌)
지커넥트,마북이편한세상1차아파트,1,AC완속,경기도,용인시,"경기도 용인시 기흥구 마북로 210(마북동, 교동마을 마북 e편한세상)(마북 e편한세상)",거주자외 출입제한,"흥구 마북로 210(마북동, 교동마을 마북 e편한세상)(마북 e편한세상)"
지커넥트,마북이편한세상1차아파트,2,AC완속,경기도,용인시,"경기도 용인시 기흥구 마북로 210(마북동, 교동마을 마북 e편한세상)(마북 e편한세상)",거주자외 출입제한,"흥구 마북로 210(마북동, 교동마을 마북 e편한세상)(마북 e편한세상)"
지커넥트,만현마을10단지아파트,1,AC완속,경기도,용인시,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",거주자외 출입제한,"지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)"
지커넥트,만현마을10단지아파트,2,AC완속,경기도,용인시,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",거주자외 출입제한,"지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)"
지커넥트,만현마을10단지아파트,3,AC완속,경기도,용인시,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",거주자외 출입제한,"지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)"
지커넥트,만현마을10단지아파트,4,AC완속,경기도,용인시,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",거주자외 출입제한,"지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)"
지커넥트,만현마을10단지아파트,5,AC완속,경기도,용인시,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",거주자외 출입제한,"지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)"
지커넥트,만현마을10단지아파트,6,AC완속,경기도,용인시,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",거주자외 출입제한,"지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)"
지커넥트,만현마을쌍용1차아파트,1,DC차데모+DC콤보,경기도,용인시,"경기도 용인시 수지구 만현로 107(상현동, 만현마을쌍용1차아파트)(850 만현마을쌍용1차아파트)",시설 상황에 따라 이용이 제한될 수 있음,"지구 만현로 107(상현동, 만현마을쌍용1차아파트)(850 만현마을쌍용1차아파트)"
지커넥트,벨라팰리스,1,AC완속,경기도,용인시,경기도 용인시 기흥구 죽현로 94벨라팰리스(보정동 1236),거주자외 출입제한,흥구 죽현로 94벨라팰리스(보정동 1236)
지커넥트,벨라팰리스,2,AC완속,경기도,용인시,경기도 용인시 기흥구 죽현로 94벨라팰리스(보정동 1236),거주자외 출입제한,흥구 죽현로 94벨라팰리스(보정동 1236)
지커넥트,분당수지유타워,1,AC완속,경기도,용인시,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),거주자외 출입제한,지구 신수로 767(동천동)(분당수지 U-TOWER)
지커넥트,분당수지유타워,2,AC완속,경기도,용인시,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),거주자외 출입제한,지구 신수로 767(동천동)(분당수지 U-TOWER)
지커넥트,분당수지유타워,3,AC완속,경기도,용인시,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),거주자외 출입제한,지구 신수로 767(동천동)(분당수지 U-TOWER)
지커넥트,분당수지유타워,4,AC완속,경기도,용인시,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),거주자외 출입제한,지구 신수로 767(동천동)(분당수지 U-TOWER)
지커넥트,분당수지유타워,5,AC완속,경기도,용인시,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),거주자외 출입제한,지구 신수로 767(동천동)(분당수지 U-TOWER)
지커넥트,분당수지유타워,6,AC완속,경기도,용인시,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),거주자외 출입제한,지구 신수로 767(동천동)(분당수지 U-TOWER)
지커넥트,분당수지유타워,7,AC완속,경기도,용인시,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),거주자외 출입제한,지구 신수로 767(동천동)(분당수지 U-TOWER)
지커넥트,분당수지유타워,8,AC완속,경기도,용인시,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),거주자외 출입제한,지구 신수로 767(동천동)(분당수지 U-TOWER)
지커넥트,분당수지유타워,9,AC완속,경기도,용인시,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),거주자외 출입제한,지구 신수로 767(동천동)(분당수지 U-TOWER)
