Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
10700,휴맥스이브이,탑실마을대주피오레4,4,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10701,휴맥스이브이,탑실마을대주피오레4,5,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10702,휴맥스이브이,탑실마을대주피오레4,6,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10703,휴맥스이브이,탑실마을대주피오레4,7,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10704,휴맥스이브이,탑실마을대주피오레4,8,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10705,휴맥스이브이,탑실마을대주피오레4,9,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10706,휴맥스이브이,탑실마을대주피오레4,10,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10707,휴맥스이브이,탑실마을대주피오레4,11,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10708,휴맥스이브이,탑실마을대주피오레4,12,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10709,휴맥스이브이,탑실마을대주피오레4,13,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10710,휴맥스이브이,탑실마을대주피오레4,14,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10711,휴맥스이브이,탑실마을대주피오레4,15,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10712,휴맥스이브이,탑실마을대주피오레4,16,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10713,휴맥스이브이,탑실마을대주피오레4,17,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10714,휴맥스이브이,탑실마을대주피오레4,18,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10715,휴맥스이브이,탑실마을대주피오레4,19,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10716,휴맥스이브이,탑실마을대주피오레4,20,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10717,휴맥스이브이,탑실마을대주피오레4,21,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10718,휴맥스이브이,탑실마을대주피오레4,22,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10719,휴맥스이브이,탑실마을대주피오레4,23,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10720,휴맥스이브이,탑실마을대주피오레4,24,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10721,휴맥스이브이,탑실마을대주피오레4,25,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10722,휴맥스이브이,탑실마을대주피오레4,26,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10723,휴맥스이브이,탑실마을대주피오레4,27,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10724,휴맥스이브이,탑실마을대주피오레4,28,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10725,휴맥스이브이,탑실마을대주피오레4,29,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10726,휴맥스이브이,탑실마을대주피오레4,30,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),제한없음,흥구 탑실로 152(탑실마을 대주피오레2단지)
10727,휴맥스이브이,태석오피스텔,1,AC완속,경기도,하남시,경기도 하남시 덕풍동로 123(741-2 태석오피스텔하남풍산메트하임),제한없음,풍동로 123(741-2 태석오피스텔하남풍산메트하임)
10728,휴맥스이브이,태석오피스텔,2,AC완속,경기도,하남시,경기도 하남시 덕풍동로 123(741-2 태석오피스텔하남풍산메트하임),제한없음,풍동로 123(741-2 태석오피스텔하남풍산메트하임)
10729,휴맥스이브이,태석오피스텔,3,AC완속,경기도,하남시,경기도 하남시 덕풍동로 123(741-2 태석오피스텔하남풍산메트하임),제한없음,풍동로 123(741-2 태석오피스텔하남풍산메트하임)
10755,휴맥스이브이,판교원마을1단지,1,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 50(622 판교원마을1단지아파트),제한없음,당구 판교로 50(622 판교원마을1단지아파트)
10756,휴맥스이브이,판교원마을1단지,2,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 50(622 판교원마을1단지아파트),제한없음,당구 판교로 50(622 판교원마을1단지아파트)
10757,휴맥스이브이,판교원마을1단지,3,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 50(622 판교원마을1단지아파트),제한없음,당구 판교로 50(622 판교원마을1단지아파트)
10758,휴맥스이브이,판교원마을1단지,4,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 50(622 판교원마을1단지아파트),제한없음,당구 판교로 50(622 판교원마을1단지아파트)
10759,휴맥스이브이,판교원마을1단지,5,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 50(622 판교원마을1단지아파트),제한없음,당구 판교로 50(622 판교원마을1단지아파트)
10760,휴맥스이브이,판교원마을1단지,6,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 50(622 판교원마을1단지아파트),제한없음,당구 판교로 50(622 판교원마을1단지아파트)
10761,휴맥스이브이,판교원마을3단지,1,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10762,휴맥스이브이,판교원마을3단지,2,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10763,휴맥스이브이,판교원마을3단지,3,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10764,휴맥스이브이,판교원마을3단지,4,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10765,휴맥스이브이,판교원마을3단지,5,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10766,휴맥스이브이,판교원마을3단지,6,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10767,휴맥스이브이,판교원마을3단지,7,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10768,휴맥스이브이,판교원마을3단지,8,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10769,휴맥스이브이,판교원마을3단지,9,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10770,휴맥스이브이,판교원마을3단지,10,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10771,휴맥스이브이,판교원마을3단지,11,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10772,휴맥스이브이,판교원마을3단지,12,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10773,휴맥스이브이,판교원마을3단지,13,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10774,휴맥스이브이,판교원마을3단지,14,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10775,휴맥스이브이,판교원마을3단지,15,AC완속,경기도,성남시,경기도 성남시 분당구 판교로 20(629 판교원마을3단지아파트),제한없음,당구 판교로 20(629 판교원마을3단지아파트)
10776,휴맥스이브이,판교푸르지오그랑블,1,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10777,휴맥스이브이,판교푸르지오그랑블,2,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10778,휴맥스이브이,판교푸르지오그랑블,3,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10779,휴맥스이브이,판교푸르지오그랑블,4,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10780,휴맥스이브이,판교푸르지오그랑블,5,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10781,휴맥스이브이,판교푸르지오그랑블,6,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10782,휴맥스이브이,판교푸르지오그랑블,7,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10783,휴맥스이브이,판교푸르지오그랑블,8,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10784,휴맥스이브이,판교푸르지오그랑블,9,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10785,휴맥스이브이,판교푸르지오그랑블,10,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10786,휴맥스이브이,판교푸르지오그랑블,11,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10787,휴맥스이브이,판교푸르지오그랑블,12,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10788,휴맥스이브이,판교푸르지오그랑블,13,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10789,휴맥스이브이,판교푸르지오그랑블,14,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10790,휴맥스이브이,판교푸르지오그랑블,15,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10791,휴맥스이브이,판교푸르지오그랑블,16,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10792,휴맥스이브이,판교푸르지오그랑블,17,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10793,휴맥스이브이,판교푸르지오그랑블,18,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10794,휴맥스이브이,판교푸르지오그랑블,19,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10795,휴맥스이브이,판교푸르지오그랑블,20,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10796,휴맥스이브이,판교푸르지오그랑블,21,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10797,휴맥스이브이,판교푸르지오그랑블,22,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10798,휴맥스이브이,판교푸르지오그랑블,23,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10799,휴맥스이브이,판교푸르지오그랑블,24,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10800,휴맥스이브이,판교푸르지오그랑블,25,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10801,휴맥스이브이,판교푸르지오그랑블,26,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10802,휴맥스이브이,판교푸르지오그랑블,27,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10803,휴맥스이브이,판교푸르지오그랑블,28,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10804,휴맥스이브이,판교푸르지오그랑블,29,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10805,휴맥스이브이,판교푸르지오그랑블,30,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10806,휴맥스이브이,판교푸르지오그랑블,31,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10807,휴맥스이브이,판교푸르지오그랑블,32,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10808,휴맥스이브이,판교푸르지오그랑블,33,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10809,휴맥스이브이,판교푸르지오그랑블,34,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10810,휴맥스이브이,판교푸르지오그랑블,35,AC완속,경기도,성남시,경기도 성남시 분당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트),제한없음,당구 동판교로 123(542 백현마을1단지판교푸르지오그랑블아파트)
10811,휴맥스이브이,평택소사벌푸르지오,1,AC완속,경기도,평택시,경기도 평택시 평남로 996(970 평택소사벌푸르지오),제한없음,남로 996(970 평택소사벌푸르지오)
10812,휴맥스이브이,평택소사벌푸르지오,2,AC완속,경기도,평택시,경기도 평택시 평남로 996(970 평택소사벌푸르지오),제한없음,남로 996(970 평택소사벌푸르지오)
10813,휴맥스이브이,평택소사벌푸르지오,3,AC완속,경기도,평택시,경기도 평택시 평남로 996(970 평택소사벌푸르지오),제한없음,남로 996(970 평택소사벌푸르지오)
10814,휴맥스이브이,평택소사벌푸르지오,4,AC완속,경기도,평택시,경기도 평택시 평남로 996(970 평택소사벌푸르지오),제한없음,남로 996(970 평택소사벌푸르지오)
10815,휴맥스이브이,평택소사벌푸르지오,5,AC완속,경기도,평택시,경기도 평택시 평남로 996(970 평택소사벌푸르지오),제한없음,남로 996(970 평택소사벌푸르지오)
10816,휴맥스이브이,평택소사벌푸르지오,6,AC완속,경기도,평택시,경기도 평택시 평남로 996(970 평택소사벌푸르지오),제한없음,남로 996(970 평택소사벌푸르지오)
10817,휴맥스이브이,평택소사벌푸르지오,7,AC완속,경기도,평택시,경기도 평택시 평남로 996(970 평택소사벌푸르지오),제한없음,남로 996(970 평택소사벌푸르지오)
10818,휴맥스이브이,평택소사벌푸르지오,8,AC완속,경기도,평택시,경기도 평택시 평남로 996(970 평택소사벌푸르지오),제한없음,남로 996(970 평택소사벌푸르지오)
10819,휴맥스이브이,평택효성해링턴플레이스2단지,1,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10820,휴맥스이브이,평택효성해링턴플레이스2단지,2,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10821,휴맥스이브이,평택효성해링턴플레이스2단지,3,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10822,휴맥스이브이,평택효성해링턴플레이스2단지,4,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10823,휴맥스이브이,평택효성해링턴플레이스2단지,5,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10824,휴맥스이브이,평택효성해링턴플레이스2단지,6,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10825,휴맥스이브이,평택효성해링턴플레이스2단지,7,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10826,휴맥스이브이,평택효성해링턴플레이스2단지,8,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10827,휴맥스이브이,평택효성해링턴플레이스2단지,9,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10828,휴맥스이브이,평택효성해링턴플레이스2단지,10,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10829,휴맥스이브이,평택효성해링턴플레이스2단지,11,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10830,휴맥스이브이,평택효성해링턴플레이스2단지,12,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10831,휴맥스이브이,평택효성해링턴플레이스2단지,13,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10832,휴맥스이브이,평택효성해링턴플레이스2단지,14,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10833,휴맥스이브이,평택효성해링턴플레이스2단지,15,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10834,휴맥스이브이,평택효성해링턴플레이스2단지,16,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10835,휴맥스이브이,평택효성해링턴플레이스2단지,17,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10836,휴맥스이브이,평택효성해링턴플레이스2단지,18,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10837,휴맥스이브이,평택효성해링턴플레이스2단지,19,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10838,휴맥스이브이,평택효성해링턴플레이스2단지,20,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10839,휴맥스이브이,평택효성해링턴플레이스2단지,21,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10840,휴맥스이브이,평택효성해링턴플레이스2단지,22,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10841,휴맥스이브이,평택효성해링턴플레이스2단지,23,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10842,휴맥스이브이,평택효성해링턴플레이스2단지,24,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10843,휴맥스이브이,평택효성해링턴플레이스2단지,25,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10844,휴맥스이브이,평택효성해링턴플레이스2단지,26,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10845,휴맥스이브이,평택효성해링턴플레이스2단지,27,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10846,휴맥스이브이,평택효성해링턴플레이스2단지,28,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10847,휴맥스이브이,평택효성해링턴플레이스2단지,29,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10848,휴맥스이브이,평택효성해링턴플레이스2단지,30,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10849,휴맥스이브이,평택효성해링턴플레이스2단지,31,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10850,휴맥스이브이,평택효성해링턴플레이스2단지,32,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10851,휴맥스이브이,평택효성해링턴플레이스2단지,33,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10852,휴맥스이브이,평택효성해링턴플레이스2단지,34,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10853,휴맥스이브이,평택효성해링턴플레이스2단지,35,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10854,휴맥스이브이,평택효성해링턴플레이스2단지,36,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10855,휴맥스이브이,평택효성해링턴플레이스2단지,37,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10856,휴맥스이브이,평택효성해링턴플레이스2단지,38,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10857,휴맥스이브이,평택효성해링턴플레이스2단지,39,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10858,휴맥스이브이,평택효성해링턴플레이스2단지,40,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10859,휴맥스이브이,평택효성해링턴플레이스2단지,41,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
10860,휴맥스이브이,평택효성해링턴플레이스2단지,42,AC완속,경기도,평택시,경기도 평택시 소사3로 22(플레이스 2단지),제한없음,사3로 22(플레이스 2단지)
